src_lead_id,system_id,src_branch_id,brand_id,product_of_interest,brand,branch_name,region,site_group,enterprise_ad_category,enterprise_ad_sub_category,entp_customer_id,entp_entity_id,match_type,Customer_Name,Customer_Email,Customer_Email_Normalized,Customer_Phone,Customer_Address_1,Customer_City,Customer_State,Customer_Zip_Postal,Customer_Country,customer_mapping,customer_count,Lead_Created_Date,First_Set_Date,First_Appointment_Date,First_Meet_Date,First_Booked_Date,Cancel_Date,Install_Date,Raw_Leads,Opps,Speed_2_Meet,Meets,Jobs_Sold_Gross,Bookings_Gross,Financed_Amount,Finance_Turndown,Finance_Turndown_Amount,Jobs_Cancelled,Bookings_Cancel,Installed_Jobs,Revenue,appt_statuses,appt_ids,setby_user_ids,meet_appt_statuses,meet_appt_ids,contract_ids,sales_rep_ids,product_ids,finance_plan_ids,cancel_reasons,cancel_contract_ids,cancel_finance_plan_ids,cancel_product_ids,job_ids,rev_contract_ids,rev_product_ids,installer_ids
05610611-6765-eb11-a812-0022480919e3,Champion_CE,65e79fd8-a686-e911-a974-000d3a597bf5,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Salt Lake City,West,Legacy,CW 7/99,CW 7/99,6.35825E+18,fff691e9340d30a325e0fcc48610dcab82d584fc67fc61c91c6f2a8dacd16790,no_match,Kathryn Orozco,jasonwebb@example.net,jasonwebb@example.net,8626713684,13282 Rachel Stravenue,North Emily,PR,67098,USA,"[{""customer_id"":""69e0310e-ddfa-eb11-94ee-00224802fcbe"",""system_id"":""Champion_CE""}]",1,2021-02-02 14:58:21,1999-07-13 00:00:00,1999-07-14 00:00:00,1999-07-14 00:00:00,2021-02-10 18:24:41,null,1999-09-25 00:00:00,1,1,1,1,1,3369,null,0,null,null,null,1,3369,"[""Won""]",[],[],"[""Won""]",[],"[""cca6193b-cd6b-eb11-a812-000d3a30eee1""]","[""David Scott""]",[],[],null,null,null,null,[],"[""cca6193b-cd6b-eb11-a812-000d3a30eee1""]",[],[]
128c2c14-ddfa-eb11-94ee-00224802fcbe,Champion_CE,65e79fd8-a686-e911-a974-000d3a597bf5,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Salt Lake City,West,Legacy,Referrals,Previous Customer,6.35825E+18,fff691e9340d30a325e0fcc48610dcab82d584fc67fc61c91c6f2a8dacd16790,no_match,Courtney Hurst,umclaughlin@example.org,umclaughlin@example.org,0677610659,88143 Christine Mountain,Huberville,NH,66452,USA,"[{""customer_id"":""69e0310e-ddfa-eb11-94ee-00224802fcbe"",""system_id"":""Champion_CE""}]",1,2021-08-11 19:48:28,2021-08-11 19:48:28,2021-08-16 14:00:00,null,null,null,null,1,1,4,null,null,null,null,null,null,null,null,null,null,"[""Rescheduled""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
8cef66e5-612f-ea11-a810-000d3a31e89e,Champion_CE,76a6eefe-8191-e811-813f-3863bb36dd00,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Denver,West,Legacy,ol - cs,ol - cs,6.19685E+18,fff6882dc17bbb803bdf7c11653ad4e79f8cd296f25749dcba2ed33af7962c9b,no_match,Heather Watkins,amberevans@example.net,amberevans@example.net,2665686295,57349 Matthew Fork,Emilytown,WV,58741,USA,"[{""customer_id"":""e1bde23c-0b2f-ea11-a810-000d3a31ee79"",""system_id"":""Champion_CE""}]",1,2020-01-05 02:20:14,2017-07-14 16:42:06,2017-07-17 17:00:00,2017-07-17 17:00:00,2020-01-07 17:20:57,null,2017-08-30 02:00:00,1,1,3,1,1,918,null,0,null,null,null,1,918,"[""Won""]",[],[],"[""Won""]",[],"[""cb9fc30b-7231-ea11-a810-000d3a31e53d""]","[""Frederick Crowe""]",[],[],null,null,null,null,[],"[""cb9fc30b-7231-ea11-a810-000d3a31e53d""]",[],[]
bbef66e5-612f-ea11-a810-000d3a31e89e,Champion_CE,76a6eefe-8191-e811-813f-3863bb36dd00,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Denver,West,Legacy,ol - cs,ol - cs,6.19685E+18,fff6882dc17bbb803bdf7c11653ad4e79f8cd296f25749dcba2ed33af7962c9b,no_match,Stacie Riley,wallacecourtney@example.org,wallacecourtney@example.org,7996708089,7485 Sullivan Club Apt. 984,South Stevenport,MP,60575,USA,"[{""customer_id"":""e1bde23c-0b2f-ea11-a810-000d3a31ee79"",""system_id"":""Champion_CE""}]",1,2020-01-05 02:20:15,2017-07-14 16:43:01,2017-07-17 17:00:00,null,null,null,null,1,1,3,null,null,null,null,null,null,null,null,null,null,"[""Canceled""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
0Y0AA0MmyEzK8deCR3wxm,Apex_LOUPE,0I0AA0glAEzEvB4HKagGl,APEX,Windows,null,null,null,null,Canvassing,Internal Canvassing,7.03931E+18,fff686324d59a792884db8418f58ce67da76b4781845abe4ae9ffa5c646b9a69,no_match,Lori Clark,osbornkelly@example.net,osbornkelly@example.net,2860521026,0664 Andrew Plains,West Amanda,KS,47499,USA,"[{""customer_id"":""0C0AA0kZogLBEdU1xjd4l"",""system_id"":""Apex_LOUPE""}]",1,2018-05-14 22:15:40,2018-05-14 22:20:36,2018-05-14 22:20:38,null,null,null,null,1,1,0,null,null,null,null,null,null,null,null,null,null,[],"[""050AA0OmR3e0GJjszRBdk""]","[""0c0AA0krEKDaMeF4OL88m""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
3332854,LG_Centah,2697,LG,84,LeafGuard,Memphis,South,2020,Lead Aggregator,Modernize,-5.98537E+18,fff685872fb509f3c250b5ae2311b6708dec1f3d67e127e1b892c2a89872bb59,no_match,Patricia Smith,nancyballard@example.com,nancyballard@example.com,3997418563,75000 Brandon Key,Wolffurt,CT,78118,USA,"[{""customer_id"":""3332854"",""system_id"":""LG_Centah""}]",1,2023-05-30 08:09:31,2023-05-30 14:50:03,2023-06-07 10:37:25,null,null,null,null,1,1,7,null,null,null,null,null,null,null,null,null,null,"[""Canceled During Sale""]","[""3332854""]","[""30536""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
288812,KD_LeadPerfection,52,KD,Sid,K-Designers,Minneapolis,None,Legacy,Lead Aggregator,Quinstreet,3.86833E+18,fff6809e061a591bdb1d7553e8530b52bfbf81bc8070db09fe6cda9cb0408260,no_match,Paula Kelly,andredonaldson@example.com,andredonaldson@example.com,9378467908,018 Martin Wells Apt. 013,Watsonville,AR,30768,USA,"[{""customer_id"":""3164341"",""system_id"":""KD_LeadPerfection""}]",1,2024-03-11 12:53:47,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
477e2c0c-eb1f-eb11-a813-000d3a361de9,Champion_CE,5be79fd8-a686-e911-a974-000d3a597bf5,CHMP,2cccded7-b590-e811-813e-3863bb348810,Champion,Oklahoma City,South West,Legacy,TV 04/18,TV 04/18,-3.15436E+18,fff66e4431e83ea46f49bb338f5b61ca078aaa3dd1a11e90102bb1f95e0448ee,no_match,Edward Herring,david90@example.com,david90@example.com,8652406221,9967 Leslie Manors Apt. 221,West Joeport,NV,04354,USA,"[{""customer_id"":""942ddcce-e71f-eb11-a813-000d3a31ee79"",""system_id"":""Champion_CE""}]",1,2020-11-06 04:46:39,2020-06-22 00:00:00,2020-07-01 14:00:00,2020-07-01 14:00:00,2020-11-06 05:04:21,null,2020-10-15 00:00:00,1,1,9,1,2,24970,null,0,null,null,null,2,24970,"[""Won""]",[],[],"[""Won""]",[],"[""6b6afe81-ed1f-eb11-a813-000d3a31e89e"",""bda7e087-ed1f-eb11-a813-000d3a31ee79""]","[""Russ Green""]",[],[],null,null,null,null,[],"[""bda7e087-ed1f-eb11-a813-000d3a31ee79"",""6b6afe81-ed1f-eb11-a813-000d3a31e89e""]",[],[]
305369,KD_LeadPerfection,52,KD,Win,K-Designers,Minneapolis,None,Legacy,Lead Aggregator,Quinstreet,-1.01945E+18,fff6687d444ec2e97ca6917543ad368b99dd4dee1510fadc38dbda93fc999c2e,no_match,Eric Lester,amber55@example.net,amber55@example.net,3835071245,12900 Preston Shoals Apt. 117,Port Danielle,SC,61228,USA,"[{""customer_id"":""3178984"",""system_id"":""KD_LeadPerfection""}]",1,2024-05-20 10:03:26,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7e297f46-d11b-eb11-a813-000d3a347b72,Champion_CE,61e79fd8-a686-e911-a974-000d3a597bf5,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Richmond,East,Legacy,REF - 2018,REF - 2018,3.74949E+18,fff6683a96220b89ce5f8615553770e9bc1fa2dbcde302e0cac7793a145e36e9,no_match,Jeffery Nelson DDS,christinapeters@example.net,christinapeters@example.net,4252516185,9171 Matthew Center Apt. 549,West Shaneport,KY,62316,USA,"[{""customer_id"":""7df92a3e-c21b-eb11-a813-000d3a347b72"",""system_id"":""Champion_CE""}]",1,2020-10-31 23:32:07,2020-06-19 00:00:00,2020-07-20 11:00:00,2020-07-20 11:00:00,2020-11-01 00:14:19,null,2020-08-31 00:00:00,1,1,31,1,1,7094,null,0,null,null,null,1,7094,"[""Won""]",[],[],"[""Won""]",[],"[""8882162c-d71b-eb11-a813-000d3a361de9""]","[""Ryan Kruger""]",[],[],null,null,null,null,[],"[""8882162c-d71b-eb11-a813-000d3a361de9""]",[],[]
329cf309-c45b-ee11-be6f-000d3a35453a,Champion_CE,f76a7658-8b5b-e911-a964-000d3a597152,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Wichita,South West,Legacy,Direct Mail,Promotional Mail,3.47487E+18,fff6664e58f092cc5b13553233e856b52f4e80cd1bfcd6dd3d1356001385c260,no_match,Jacob Lewis,kennethrusso@example.net,kennethrusso@example.net,9497344930,78803 David Forge Suite 113,Port Dawn,PW,79258,USA,"[{""customer_id"":""289bf309-c45b-ee11-be6f-000d3a35453a"",""system_id"":""Champion_CE""}]",1,2023-09-25 16:53:31,2023-09-25 16:53:31,2023-09-26 14:00:00,null,null,null,null,1,1,0,null,null,null,null,null,null,null,null,null,null,"[""Canceled""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
b237d576-d4d0-ee11-907a-000d3a354abd,Champion_CE,f76a7658-8b5b-e911-a964-000d3a597152,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Wichita,South West,Legacy,Direct Mail,Promotional Mail,3.47487E+18,fff6664e58f092cc5b13553233e856b52f4e80cd1bfcd6dd3d1356001385c260,no_match,Mrs. Amanda Wells,lisahawkins@example.com,lisahawkins@example.com,4862515217,5353 Burnett Tunnel Apt. 189,West Rogerfort,ID,38844,USA,"[{""customer_id"":""289bf309-c45b-ee11-be6f-000d3a35453a"",""system_id"":""Champion_CE""}]",1,2024-02-21 16:15:49,2024-02-21 16:15:49,2024-02-23 14:00:00,null,null,null,null,1,1,1,null,null,null,null,null,null,null,null,null,null,"[""Canceled""]",[],[],null,null,null,null,null,null,null,null,null,null,null,null,null,null
415153,KD_LeadPerfection,30,KD,Bath,K-Designers,Denver,None,Legacy,Lead Aggregator,Buyerlink,-8.68808E+18,fff6628e36555cb822944fe7fea2685ef6760af5031bbe9d412987ca2ef22dfa,no_match,James Miller,yramos@example.org,yramos@example.org,3362999466,0999 Hannah Creek Apt. 898,Timothyshire,AK,70138,USA,"[{""customer_id"":""3271637"",""system_id"":""KD_LeadPerfection""}]",1,2025-05-05 11:32:45,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2947727,LG_Centah,2698,LG,84,LeafGuard,Michigan,Central,2020,Other,Other,1.32886E+18,fff6623900579d898ac491e77d0f72cba831790d0ae0126192cfec39cca6db98,no_match,Sandra Sutton,frank18@example.net,frank18@example.net,2464884997,2857 Reid Ports Suite 828,Port Brittanyburgh,FL,09867,USA,"[{""customer_id"":""2947727"",""system_id"":""LG_Centah""}]",1,2021-10-05 12:49:16,2021-10-05 12:49:16,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Cancelled During Qualification""]","[""2947727""]","[""24038""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
719b28cf-c8cf-ee11-9079-0022480491bb,Champion_CE,b893f598-0e72-471a-bd8d-9130641ff105,CHMP,New Windows - 3-5,null,null,null,null,Lead Aggregator,Home Advisor,1.3262E+18,fff6619d3251dd7995514a77662eff3edca236c27840f2f062a767cabdd511b6,no_match,Kevin Simon,wilkinskevin@example.net,wilkinskevin@example.net,1705984451,67286 Christopher Stream Apt. 038,Karenside,DE,11237,USA,"[{""customer_id"":""d50d1ed1-c8cf-ee11-9079-00224804981c"",""system_id"":""Champion_CE""}]",1,2024-02-20 08:19:56,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
c20a5ac7-2369-f011-bec3-000d3a38048d,Champion_CE,42f4e0fa-5d0f-ed11-82e5-000d3a319a8e,CHMP,Sunroom,null,null,null,null,Lead Aggregator,Leads.io Sunrooms,1.3262E+18,fff6619d3251dd7995514a77662eff3edca236c27840f2f062a767cabdd511b6,no_match,Lisa Odom,hillsabrina@example.net,hillsabrina@example.net,9217790552,9335 Courtney Shoals Suite 880,Woodwardtown,WI,88179,USA,"[{""customer_id"":""d50d1ed1-c8cf-ee11-9079-00224804981c"",""system_id"":""Champion_CE""}]",1,2025-07-25 06:51:31,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
276833,KD_LeadPerfection,52,KD,Win,K-Designers,Minneapolis,None,Legacy,Events,Fairs And Festivals,6.88162E+18,fff65e331914dd4984812a0094ec6bdd5fc1c21ee24b21a4f74372e6266bf178,no_match,Cameron Foster,martinezjohn@example.net,martinezjohn@example.net,2974255136,085 Melissa Stravenue,North Justinton,FM,18278,USA,"[{""customer_id"":""3156926"",""system_id"":""KD_LeadPerfection""}]",1,2023-09-26 15:28:38,2023-09-26 15:28:38,2023-09-28 18:00:00,null,null,null,null,1,1,2,null,null,null,null,null,null,null,null,null,null,"[""Denied Entry""]","[""277265""]","[""23779""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
2b42288e-8c37-eb11-a813-000d3a361de9,Champion_CE,67e79fd8-a686-e911-a974-000d3a597bf5,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,San Antonio,South West,Legacy,OL,OL,4.63505E+18,fff6570a0c68d02f674ae596d1b28459b8002678b57a4c0a6d4f50bd049fde64,no_match,Miguel Clark,bullocksarah@example.net,bullocksarah@example.net,2713589693,3900 Stephens Well,Davisport,NV,87750,USA,"[{""customer_id"":""5d56b1e9-7b37-eb11-a813-000d3a31e89e"",""system_id"":""Champion_CE""}]",1,2020-12-06 06:30:44,2020-10-30 00:00:00,2020-11-02 18:00:00,2020-11-02 18:00:00,2020-12-06 08:28:05,2020-11-02 00:00:00,null,1,1,3,1,1,8400,null,0,null,1,8400,1,8400,"[""Won""]",[],[],"[""Won""]",[],"[""9a955ef2-9c37-eb11-a813-000d3a31ee79""]","[""Jude/Jason Pasasadaba/Washa""]",[],[],[],"[""9a955ef2-9c37-eb11-a813-000d3a31ee79""]",[],[],[],"[""9a955ef2-9c37-eb11-a813-000d3a31ee79""]",[],[]
772a699e-2a53-f011-877a-000d3a3404ba,Champion_CE,42f4e0fa-5d0f-ed11-82e5-000d3a319a8e,CHMP,DoLead Sunrooms,null,null,null,null,Lead Aggregator,DoLead Sunrooms,-7.29081E+17,fff652a1fdb99429869811ca0b8041ad89153a01a98b4061d220467d27dc86f1,no_match,Matthew Valencia,fallen@example.net,fallen@example.net,1643690283,2702 Barajas Run Suite 605,West Gregory,CO,50008,USA,"[{""customer_id"":""3514d79b-2a53-f011-8779-000d3a3321b0"",""system_id"":""Champion_CE""}]",1,2025-06-27 07:45:04,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
335208,KD_LeadPerfection,42,KD,Win,K-Designers,Portland,None,Legacy,Lead Aggregator,Quinstreet,9.22128E+18,fff650409814de6a6fa0adbd7361f2830d06e180e3adba61b25003aa006344a2,no_match,Dawn Montoya,gjones@example.net,gjones@example.net,3584640510,880 Tracy Forest,West Douglaschester,IL,55842,USA,"[{""customer_id"":""3206368"",""system_id"":""KD_LeadPerfection""}]",1,2024-07-10 09:43:58,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4038189,LG_Centah,242,LG,84,LeafGuard,Nashville,East,Legacy,Affiliate,Leads.io,6.64551E+18,fff6503cd2301f257a048987a71cf35abda8d7bc837fcac40e63de77b45de4d0,no_match,Scott Brennan,cynthia47@example.org,cynthia47@example.org,9690676490,88498 Hubbard Well,Karenstad,DE,93157,USA,"[{""customer_id"":""4038189"",""system_id"":""LG_Centah""}]",1,2025-04-22 00:17:16,2025-04-22 00:17:16,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Pending Qualification""]","[""4038189""]","[""30536""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
a0fal000004aGBiAAM,YHIC_i360,Fargo,YHIC,Bath Remodel,Your Home Improvement Company,Fargo,Central,null,Lead Aggregator,FiveStrata,-8.76408E+18,fff64d51d28c7837df65edbb77dd4dd62c76420f4d3c9874aa5dfbfe524a16a7,no_match,Ronald Murphy,ftaylor@example.org,ftaylor@example.org,6881164034,881 Harris Mountains,Pearsonstad,NY,29657,USA,"[{""customer_id"":""001al00001jPdKWAA0"",""system_id"":""YHIC_i360""}]",1,2023-05-11 00:00:00,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
a0fal000004xhwHAAQ,YHIC_i360,Great Falls,YHIC,Windows,Your Home Improvement Company,Great Falls,West,null,Internet,Home Solutions,3.5186E+18,fff636d924c242aa0045ba07ea276a00491a9586f8158c08a1cd10087d06497f,no_match,Cindy Campbell,qcole@example.org,qcole@example.org,1538602826,4204 Diana Extension,North Cheryl,VA,86008,USA,"[{""customer_id"":""001al00001obp7uAAA"",""system_id"":""YHIC_i360""}]",1,2025-09-17 00:00:00,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3375983,LG_Centah,2689,LG,84,LeafGuard,Columbia,East,2019,Lead Aggregator,Modernize,6.61897E+18,fff62c67bf913b7f3a26d856dcf61352b348ea4256471069512d38e3920883bd,no_match,Joel Smith,carl07@example.net,carl07@example.net,5381097941,48709 Hernandez Loaf,Michelleshire,MT,27329,USA,"[{""customer_id"":""3375983"",""system_id"":""LG_Centah""}]",1,2023-07-06 10:39:50,2023-07-06 10:39:50,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Cancelled During Qualification""]","[""3375983""]","[""30536""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
a0fal0000052lb3AAA,YHIC_i360,Sioux Falls,YHIC,Bath Remodel,Your Home Improvement Company,Sioux Falls,Central,null,Lead Aggregator,Siren,6.98592E+18,fff62132a372ff03ab9e7cbdf5041de2b79402d157a481c3a52482fc28513266,no_match,Jake Braun,laura24@example.org,laura24@example.org,1189003468,63070 Amy Mission Apt. 020,New Matthewbury,MO,54778,USA,"[{""customer_id"":""001al00001prrOXAAY"",""system_id"":""YHIC_i360""}]",1,2025-10-01 00:00:00,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
c44b775c-8b37-eb11-a813-000d3a3ab684,Champion_CE,67e79fd8-a686-e911-a974-000d3a597bf5,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,San Antonio,South West,Legacy,PC-APRIL 17,PC-APRIL 17,-2.82509E+18,fff61dfd328828304b282d604b29e8a82856e64af01b531b25074dbbc91b5187,no_match,Andrea Ward,lmullen@example.org,lmullen@example.org,0017325900,97130 Jackson Course Apt. 386,Lake Williamland,SD,51599,USA,"[{""customer_id"":""4e03d014-8386-eb11-b1ad-000d3a31e8be"",""system_id"":""Champion_CE""}]",1,2020-12-06 06:22:16,2017-04-26 00:00:00,2017-04-29 12:00:00,2017-04-29 12:00:00,2020-12-06 08:28:54,null,2017-06-09 00:00:00,1,1,3,1,1,2935,null,0,null,null,null,1,2935,"[""Won""]",[],[],"[""Won""]",[],"[""7008af12-9d37-eb11-a813-000d3a347b72""]","[""Sami Kassem""]",[],[],null,null,null,null,[],"[""7008af12-9d37-eb11-a813-000d3a347b72""]",[],[]
4605d014-8386-eb11-b1ad-000d3a31e8be,Champion_CE,67e79fd8-a686-e911-a974-000d3a597bf5,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,San Antonio,South West,Legacy,Direct Mail,Promotional Mail,-2.82509E+18,fff61dfd328828304b282d604b29e8a82856e64af01b531b25074dbbc91b5187,no_match,Cody Johnson PhD,molly46@example.org,molly46@example.org,1707443602,4225 Christopher Locks,East Matthewborough,PW,77533,USA,"[{""customer_id"":""4e03d014-8386-eb11-b1ad-000d3a31e8be"",""system_id"":""Champion_CE""}]",1,2021-03-16 18:12:00,2021-03-16 18:12:00,2021-04-05 14:00:00,2021-04-05 14:00:00,2021-04-06 18:52:30,2021-04-05 00:00:00,null,1,1,19,1,1,4905,4905,0,null,1,4905,1,4905,"[""Won""]",[],[],"[""Won""]",[],"[""328c1f3b-0997-eb11-b1ac-00224802e33d""]","[""Caleb Pitts""]","[""1""]","[""6.99% fixed APR for 60 months""]",[],"[""328c1f3b-0997-eb11-b1ac-00224802e33d""]",[],[],[],"[""328c1f3b-0997-eb11-b1ac-00224802e33d""]",[],[]
eaf49c4b-d2f6-ef11-be21-6045bd003980,Champion_CE,3de79fd8-a686-e911-a974-000d3a597bf5,CHMP,dc5e111f-b590-e811-8137-3863bb35bfb8,Champion,Columbia,East,Legacy,Events,Events/Home Show,1.41078E+18,fff6150132478b1d7fbd17c4c73e16475817864b324661c02601efcbb52d7006,no_match,Bradley Best,aguilarkevin@example.com,aguilarkevin@example.com,0326551327,79480 Joseph Key Suite 985,South Benjaminville,CT,75863,USA,"[{""customer_id"":""0efefd6c-04e3-ee11-904d-000d3a3543a3"",""system_id"":""Champion_CE""}]",1,2025-03-01 19:20:56,2025-03-01 19:20:56,2025-03-15 09:00:00,2025-03-15 09:00:00,null,null,null,1,1,13,1,null,null,null,null,null,null,null,null,null,"[""Sit""]",[],[],"[""Sit""]",[],null,null,null,null,null,null,null,null,null,null,null,null
871191,UWD_LeadPerfection,IN,UWD,Windows,Universal Windows Direct,Indianapolis,None,Legacy,Lead Aggregator,eLocal,-5.74166E+18,fff61363e06d9617f77d174a3ce3934d12c49efb2bba985e08877378757e45ec,no_match,Emma Conrad,jacksonrussell@example.com,jacksonrussell@example.com,7868623760,844 Green Pass,South Lori,OH,12110,null,"[{""customer_id"":""751792"",""system_id"":""UWD_LeadPerfection""}]",1,2023-09-13 10:12:39,2023-09-13 10:13:55,2023-09-15 09:00:00,2023-09-19 16:00:00,null,null,null,1,1,1,1,null,null,null,null,null,null,null,null,null,"[""Not Home: Unable to Contact""]","[""622151""]","[""3867""]","[""Pitch Miss: 1Legger""]","[""623546""]",null,null,null,null,null,null,null,null,null,null,null,null
4bb61ab0-35b1-ee11-a569-002248049e37,Champion_CE,b893f598-0e72-471a-bd8d-9130641ff105,CHMP,New Windows - 6 +,null,null,null,null,Lead Aggregator,Home Advisor,-4.10728E+18,fff605e37b3616ec7fa7a218b17c8351803e73b94446ed718e26a0d60d227922,no_match,Ashley Johnson,christine92@example.org,christine92@example.org,9836923534,647 William Crest Apt. 986,Joshuaburgh,FL,94140,USA,"[{""customer_id"":""c5a074af-35b1-ee11-a569-0022480491ad"",""system_id"":""Champion_CE""}]",1,2024-01-12 10:31:13,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2947072,LG_Centah,2680,LG,84,LeafGuard,Washington DC,North East,2018,Other,Other,-2.43609E+17,fff5ef9603163a5e37b26a021e4339a29103d8e2fede65f34552524764bf803d,no_match,Carol Cuevas,juliavasquez@example.net,juliavasquez@example.net,0330000886,6739 Cheryl Alley,North Johnnyfurt,AS,00848,USA,"[{""customer_id"":""2947072"",""system_id"":""LG_Centah""}]",1,2021-10-04 16:56:08,2021-10-04 16:56:08,2021-10-07 11:15:40,2021-10-07 11:15:40,2021-10-08 00:00:00,2021-10-09 15:17:36,null,1,1,2,1,1,9000,null,0,null,1,9000,null,null,"[""Canceled After Sale""]","[""2947072""]","[""13809""]","[""Canceled After Sale""]","[""2947072""]","[""2947072""]","[""26018""]","[""84""]",[],"[""Customer cancelled""]","[""2947072""]",[],"[""84""]",null,null,null,null
0Y0AA0noQ3DYJwurJERzk,Apex_LOUPE,0I0AA0mPqeqNr4URKz75k,APEX,Windows,Apex,Minneapolis,None,2024,Canvassing,Internal Canvassing,1.03775E+17,fff5edb138e87df001aa025365e6b919b0f54d1670f21f724f0800aabfeba93f,no_match,Troy Jefferson,vbradley@example.net,vbradley@example.net,3798979060,8186 Cooke Loaf Apt. 000,Gabriellebury,NE,16064,USA,"[{""customer_id"":""0C0AA0Wk30ryoqbS9Le8l"",""system_id"":""Apex_LOUPE""}]",1,2017-10-31 21:02:59,2017-10-31 21:07:18,2017-10-31 21:07:22,null,null,null,null,1,1,0,null,null,null,null,null,null,null,null,null,null,[],"[""050AA0alzRoE1p4i7geWl""]","[""0c0ZZ0n8jWwrqjSgM958k""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
3354478,LG_Centah,241,LG,84,LeafGuard,Pittsburgh,North East,Legacy,Lead Aggregator,Modernize,-3.39244E+18,fff5ed359ca299a7e872ac921835d38673640952d4999df35d2ec4fe9f8e5008,no_match,Miranda Sanchez,gmiller@example.net,gmiller@example.net,5458294203,015 Mario Garden Suite 660,Morrisshire,PA,78781,USA,"[{""customer_id"":""3354478"",""system_id"":""LG_Centah""}]",1,2023-06-17 10:37:34,2023-06-17 10:37:34,null,null,null,null,null,1,1,null,null,null,null,null,null,null,null,null,null,null,"[""Cancelled During Qualification""]","[""3354478""]","[""30536""]",null,null,null,null,null,null,null,null,null,null,null,null,null,null
2847680,LG_Centah,240,LG,84,LeafGuard,Charlotte,East,Legacy,TV,TV - Local,-3.61592E+18,fff5eb67d3201d991d1b5a186af3cbf3582ecf79dfc1aa9f5c1ead83321d7438,no_match,Kevin Padilla,jreynolds@example.net,jreynolds@example.net,0281822387,26208 Mason Cliff Suite 452,Perezstad,SC,25752,USA,"[{""customer_id"":""2847680"",""system_id"":""LG_Centah""}]",1,2021-05-24 10:53:57,2021-05-24 10:53:57,null,null,2021-05-25 00:00:00,null,2021-05-26 10:51:32,1,1,null,null,1,9579,null,0,null,null,null,1,9579,"[""Completed""]","[""2847680""]","[""21708""]",null,null,"[""2847680""]","[""23474""]","[""84""]",[],null,null,null,null,"[""2847680""]","[""2847680""]","[""84""]",[]
